'ci'ao 次奥
'jin'gui'sheng 金贵晟
'jin'gui'cheng 金贵晟
'jin'gui'zhong 金圭钟
'jin'guo'hang'ban 巾帼航班
'jin'guo'jun 金国钧
'jin'han'song 金韩松
'jin'he'shi'ye 金禾实业
'jin'hong'biao 金洪表
'jin'hou'cheng'rui 金猴呈瑞
'jin'hou'cheng'xiang 金猴呈祥
'jin'hou'ci'fu 金猴赐福
'jin'hou'he'chun 金猴贺春
'jin'hou'song'bao 金猴送宝
'jin'hou'xian'li 金猴献礼
'jin'hou'ying'chun 金猴迎春
'jin'hou'zhao'xi 金猴兆禧
'jin'hua'dan 进化丹
'jin'hua'qing'gan'ke'li 金花清感颗粒
'jin'hua'shi 进化石
'jin'hua'zhe 进化者
'jin'ji'chu'lian 禁忌初恋
'jin'ji'de 进击的
'jin'ji'de'da'bao 进击的大宝
'jin'ji'de'ju'ren 进击的巨人
'jin'ji'de'mi'feng 进击的蜜蜂
'jin'ji'de'qin'liu'gan 进击的禽流感
'jin'ji'liang 进给量
'jin'ji'nan 金己男
'jin'jia'bin'zhu'chi 禁嘉宾主持
'jin'jia'ying 金佳映
'jin'jian'hang 金建杭
'jin'jiang 金将
'jin'jiao 金角
'jin'jiao'yin'bian'cao'du'pi 金角银边草肚皮
'jin'jin'bao'zhu'ta 紧紧抱住她
'jin'jin'yu 金进禹
'jin'jing'dao 金敬道
'jin'jing'ji 金敬姬
'jin'jing'meng'lu 今井梦露
'jin'jing'zheng 进京证
'jin'jiu 晋久
'jin'jiu 进九
'jin'jue'jiang 金爵奖
'jin'jun'ke 金菌克
'jin'jun'xiu 金俊秀
'jin'kou'de'xing'xing 紧扣的星星
'jin'kou'hong'jiu 进口红酒
'jin'kou'jian'guo 进口坚果
'jin'kuai'fa'huo 尽快发货
'jin'lan'hua 金兰花
'jin'li 锦鲤
'jin'li'geng 锦鲤梗
'jin'li'shi 金立石
'jin'ling'jiang 金翎奖
'jin'ling'mi'shi 金陵秘事
'jin'ling'shen'guan 金陵神罐
'jin'ling'shi'san'chai 金陵十三钗
'jin'liu'zhai 金刘寨
'jin'long'xia'fan 金龙下凡
'jin'ma'jiang'jie'xiao 金马奖揭晓
'jin'man'guan 金满贯
'jin'mao'jiu'zai 金毛救灾
'jin'mao'qiu 金毛球
'jin'meng'zhu 金梦珠
'jin'min'jing 金敏晶
'jin'min'shuo 金珉硕
'jin'min'zhi 金敏智
'jin'min'zhu 金敏珠
'jin'ming'huang'jin 金明黄金
'jin'ming'xuan 金铭萱
'jin'ming'zhu 金明洙
'jin'mo'dao 禁魔岛
'jin'mo'jiang 金貘奖
'jin'mo'yu 金默玉
'jin'mu'he'yue 金木合月
'jin'na'ying 金娜英
'jin'nan 津南
'jin'ning 晋宁
'jin'pai'huo'jian 金牌火箭
'jin'pan'shi 金磐石
'jin'pao 禁炮
'jin'pin'qing 金品卿
'jin'pu 金谱
'jin'qi'fan 金起范
'jin'qi'ge 锦旗哥
'jin'qi'xin 金其鑫
'jin'qian'niu 金牵牛
'jin'qian'yu 金钱浴
'jin'qiang 禁枪
'jin'qin'gao'tie 津秦高铁
'jin'qiu'jiang 金球奖
'jin'ri'tian'qi 今日天气
'jin'rong'zhan 金融战
'jin'ru'jing 金汝静
'jin'ru'zhen 金汝贞
'jin'rui'lin 靳瑞林
'jin'run'ji 金润吉
'jin'run'mei 金闰美
'jin'sai'lun 金赛纶
'jin'san'pang 金三胖
'jin'san'pan 金三胖
'jin'san'shi 金三世
'jin'sao'zhou'jiang 金扫帚奖
'jin'se'da'men 金色大门
'jin'se'guai'yu 金色怪鱼
'jin'se'long'xia 金色龙虾
'jin'se'yan'jing'she 金色眼镜蛇
'jin'sha'jiang'da'qiao 金沙江大桥
'jin'she 金蛇
'jin'she'kuang'wu 金蛇狂舞
'jin'she'xian'rui 金蛇献瑞
'jin'sheng'gu'fen 劲胜股份
'jing'sheng'gu'fen 劲胜股份
'jin'shi 锦时
'jin'shi'jia 金世佳
'jin'shi'lan 近史蓝
'jin'shi'mei'ren'kou 金氏美人扣
'jin'shi'ye 金视野
'jin'shu'an'niu 金属按钮
'jin'shu'chun 金舒春
'jin'shu'kuang'chao'jie'si 金属狂潮杰斯
'jin'shu'ling 禁墅令
'jin'shu'mo'he 金属魔盒
'jin'shu'shou'kao 金属手铐
'jin'shu'wang 禁书网
'jin'shui 禁谁
'jin'shei 禁谁
'jin'shui'jing 金水晶
'jin'song'yi 金宋依
'jin'suan'mei'jiang 金酸莓奖
'jin'ta 进塔
'jin'tai'heng 金泰亨
'jin'tai'lang 金太郎
'jin'tai'lang'ai'mi'xiao'mi 金太狼爱米小米
'jin'tai'xi 金泰希
'jin'tan 金叹
'jin'tao'yuan 金桃园
'jin'tian'ni'zui'piao'liang 今天你最漂亮
'jin'tian'tian'qi 今天天气
'jin'tiao'mai'dan 金条买单
'jin'tiao'nian'zhong'jiang 金条年终奖
'jin'tiao'yue'bing 金条月饼
'jin'tong'wan 金烔完
'jin'dong'wan 金烔完
'jin'wen 禁闻
'jin'xi'he'xi 今夕何夕
'jin'xi'jun 金锡均
'jin'xi'min 金锡民
'jin'xiang'jun 金湘军
'jin'xiao'er 晋小二
'jin'xin'nong 金新农
'jin'xin'nuo 金信诺
'jin'xin'ying 金信英
'jin'xing'he'yue 金星合月
'jin'xing'ling'ri 金星凌日
'jin'xing'xiu 金星秀
'jin'xing'zhuang'huo'xing 金星撞火星
'jin'xiong'jiang 金熊奖
'jin'xiu'gu 锦绣谷
'jin'xiu'guan'tu 锦绣官途
'jin'xiu'jiu'ceng'bao 锦绣九层堡
'jin'xiu'jiu'ceng'pu 锦绣九层堡
'jin'xiu'long'xia 锦绣龙虾
'jin'xiu'xian 金秀贤
'jin'xiu'yuan 锦绣缘
'jin'xiu'yuan'hua'li'mao'xian 锦绣缘华丽冒险
'jin'xiu'zhen 金秀珍
'jin'xue'song 金雪松
'jin'xue'xuan 金雪炫
'jin'ya 金鸭
'jin'yan'er 金妍儿
'jin'yan'jing 金延璟
'jin'yang'jiang 金羊奖
'jin'yi 锦意
'jin'yi'lian 金怡濂
'jin'yi'meng 金依萌
'jin'yi'zun 金艺尊
'jin'yin'hu 金银湖
'jin'yin'ling 金银玲
'jin'yin'rui 金尹瑞
'jin'yin'yue'bing 金银月饼
'jin'ying'quan 金英权
'jin'ying'yi'shu'jie 金鹰艺术节
'jin'ying'zhu 金英柱
'jin'yong'biao'ge 金庸表哥
'jin'yong'nan 金永南
'jin'yong'qiao'ke 金庸翘课
'jin'yong'tong'zhuang'shui 禁用桶装水
'jin'yong'xiao'ao'ti 金庸笑傲体
'jin'you'li 金宥利
'jin'you'zhen 金宥真
'jin'you'zhuang 金友庄
'jin'yu 禁娱
'jin'yu'bin 金宇彬
'jin'yu'pian'ju 金鱼骗局
'jin'yu'xi 禁欲系
'jin'yu'yao 金玉瑶
'jin'yuan'da'jie'an 金元大劫案
'jin'yuan'zhong 金元中
'jin'yue'yi 金月异
'jin'yun'hui 金允慧
'jin'yun'mu 金云母
'jin'zan 禁赞
'jin'zhan 金战
'jin'zhang'ling 禁涨令
'jin'zhao 金钊
'jin'zhen'huan 金振焕
'jin'zheng'en'mo'nv'sheng 金正恩摸女生
'jin'zheng'en'que'tui 金正恩瘸腿
'jin'zheng'en'you'nian'zhao 金正恩幼年照
'jin'zheng'nan 金正男
'jin'zheng'zhe 金正哲
'jin'zhi'cheng'gong'jiao 禁止乘公交
'jin'zhi'wen 金志文
'jin'zhong'xuan 金钟铉
'jin'zhou'guan'dao 金洲管道
'jin'zhou'hua 锦州话
'jin'zhu'yuan 金朱元
'jin'zhuan'da'dao 金砖大道
'jin'zhuan'guo'jia 金砖国家
'jin'zhuan'lou 金砖楼
'jin'zhuan'yin'hang 金砖银行
'jin'zhuan'zhi'guo 金砖之国
'jin'zhuo'qiu 金卓求
'jin'zui'ling 禁醉令
'jing'a'ni 京阿尼
'jing'bai'fu 景百孚
'jing'bao'you'xi 惊爆游戏
'jing'bei'dui'zhang 警备队长
'jing'bei'dui'chang 警备队长
'jing'ben'zheng'shu 京本政树
'jing'bo'ran'zi'ti 井柏然字体
'jing'cai 井猜
'jing'cai'niu'ren 竞彩牛人
'jing'cha'ba'qiang 警察拔枪
'jing'cha'sha'ren'an 警察杀人案
'jing'chang'xing'zou'guang 经常性走光
'jing'cheng'si'mei 京城四美
'jing'chou 靖仇
'jing'qiu 靖仇
'jing'di'ren 井底人
'jing'dian'er'ge 经典儿歌
'jing'dian'fei'zhi'zai'ji'wang 经典非只在既往
'jing'ding'wen 景鼎文
'jing'dong'ai'qing'gu'shi 京东爱情故事
'jing'dong'bai'tiao 京东白条
'jing'dong'dong'dong 京东咚咚
'jing'dong'ju'hui 京东巨惠
'jing'dong'niang 惊动娘
'jing'du'peng'ci 京都碰瓷
'jing'gai'qiu'ai 井盖求爱
'jing'ge'wang 劲歌王
'jing'gong'ke'ji 精功科技
'jing'gong'zhu 靖公主
'jing'guo'shen'ce 净国神厕
'jing'hai'lu 经海路
'jing'hang'yong'da'yun'he 京杭甬大运河
'jing'hong'cun'min 景洪村民
'jing'hong'wu 惊鸿舞
'jing'hou'ling'gui 静候灵归
'jing'hu 京户
'jing'hu'gao'jie 京沪高姐
'jing'hua'de'ling'hun'jie'jing 净化的灵魂结晶
'jing'hua'shui'yue 镜花水月
'jing'hua'xue'ba 警花学霸
'jing'hun'fei'xing 惊魂飞行
'jing'hun'meng'you 惊魂梦游
'jing'hun'nv'sheng 惊魂女声
'jing'hun'sheng'yu'pian 惊魂生鱼片
'jing'hun'you'xi 惊魂游戏
'jing'ji'shi'yong'nv 经济适用女
'jing'ji'yao'hou 荆棘妖后
'jing'jiang 靖江
'jing'jiao 景教
'jing'jiao'hui 京交会
'jing'jie'lin'zhi'ling 警界林志玲
'jing'jin'huan'pai'zu 京津换牌族
'jing'jin'ji'cheng'tie 京津冀城铁
'jing'jin'ji'wu'mai 京津冀雾霾
'jing'jin'yi 京津翼
'jing'jiu'gao'tie 京九高铁
'jing'ju'bi'ji'ni 京剧比基尼
'jing'kao 京考
'jing'ke 晶科
'jing'kong'biao'qing'bao 惊恐表情包
'jing'lao'yue 敬老月
'jing'ling 荆灵
'jing'ling'bao'ke'meng 精灵宝可梦
'jing'ling'er'zheng'xing 精灵耳整形
'jing'ling'lv'she 精灵旅社
'jing'ling'meng'ye'luo'li 精灵梦叶罗丽
'jing'ma 京骂
'jing'mei'mei 警美美
'jing'mian'ren 镜面人
'jing'mian'wa'wa 镜面娃娃
'jing'mian'xiang'mao 镜面相貌
'jing'min'dui'gui 警民对跪
'jing'min'hu'ou 警民互殴
'jing'mo 精魔
'jing'na'gun 经拿滚
'jing'niu'shen'tie 京妞神贴
'jing'pai'nan'sheng 竞拍男生
'jing'ping'yu'lu 净瓶玉露
'jing'po 晶魄
'jing'qi 景麒
'jing'qi'tiao 京七条
'jing'qian 晶茜
'jing'xi 晶茜
'jing'qing 京情
'jing'qu 竞趣
'jing'qu 竟趣
'jing'quan 京券
'jing'quan'ba'da 警犬巴打
'jing'quan'chuan'xie 警犬穿鞋
'jing'ren'bi'fen 惊人比分
'jing'sao'xi'hua 京骚戏画
'jing'sha 鲸鲨
'jing'shang'he'zi 井上和子
'jing'shang'zhen'yang 井上真央
'jing'shen 警神
'jing'shen'bian'tai'zhi'ye 精神变态职业
'jing'shen'bing'zhi'biao 精神病指标
'jing'shen'ti 精神体
'jing'shen'wei'sheng'fa 精神卫生法
'jing'shen'wei'sheng'ri 精神卫生日
'jing'sheng'can'jiao 惊声惨叫
'jing'shi'xun'xi 惊世讯息
'jing'shu'wu'long'mian 经书乌龙面
'jing'shuang'bin 景双彬
'jing'song'chou'zhuang 惊悚丑妆
'jing'song'ding'hun'zhao 惊悚订婚照
'jing'song'tian'di 惊悚田地
'jing'tao'guai'lang 惊涛怪浪
'jing'ti 井体
'jing'ti'guan'ce'shi'yi 晶体管测试仪
'jing'tian'zhan'shen 惊天战神
'jing'tun'shou 鲸豚兽
'jing'wang 净网
'jing'wang'fei 靖王妃
'jing'wei'dian'cai 经纬电材
'jing'wen 京温
'jing'wen'shang'cheng 京温商城
'jing'wen'shi'jian 京温事件
'jing'wen'tiao'lou'shi'jian 京温跳楼事件
'jing'wu'xiao'xiao 劲舞笑笑
'jing'wu'ying'xiong'chen'zhen 精武英雄陈真
'jing'xi 靖西
'jing'xi'mo'ou 惊喜魔偶
'jing'xi'wu'xian 惊喜无限
'jing'xia'wo'ju 井下蜗居
'jing'xiang 京香
'jing'xing'yi 警醒仪
'jing'xiong'nv'xia'qiu'jin 竞雄女侠秋瑾
'jing'xuan'mao'mi 竞选猫咪
'jing'xuan'zheng'rong 竞选整容
'jing'yan 景琰
'jing'ye'fu 敬业福
'jing'ye'zhi'bing'an 精液治病案
'jing'yi'dan 敬一丹
'jing'ying'ai'qing 经营爱情
'jing'yong'gang'cha 警用钢叉
'jing'you'wang 菁优网
'jing'yu'fu'fu 鲸鱼夫妇
'jing'yu'qiu'zhu 鲸鱼求助
'jing'yu'ti 鲸鱼体
'jing'zhong'qi'yu'ji 镜中奇遇记
'jing'zi'ku'gao'ji 精子库告急
'jing'zi'lun 精子论
'jing'zi'qiu'hun 精子求婚
'jing'zi'yin'hang 精子银行
'jiong'dan'qi'bing 囧蛋奇兵
'jiong'jiong'xia 炯炯侠
'jiong'lao'tou 囧老头
'jiong'lian'bai'hu 囧脸白虎
'jiong'ren'de'xing'fu'sheng'huo 囧人的幸福生活
'jiong'shu 囧叔
'jiong'tan'jia'ren 囧探佳人
'jiong'yao'mao'tou'ying 囧摇猫头鹰
'jiu'ba'nv'ge'shou 酒吧女歌手
'jiu'ba'yan'wu 酒吧艳舞
'jiu'ban 久伴
'jiu'bao'hui'san'lang 久保惠三郎
'jiu'bao'tai'ma'ma 九胞胎妈妈
'jiu'bao'xing'nai 久保杏奈
'jiu'cai'gu'niang 韭菜姑娘
'jiu'cai'yue'bing 韭菜月饼
'jiu'ceng'yao'ta 九层妖塔
'jiu'cu'mei 酒促妹
'jiu'dian'shi'shui'yuan 酒店试睡员
'jiu'duan'xian 九段线
'jiu'gang'hao 酒钢号
'jiu'gong'ge'ri'ji 九宫格日记
'jiu'gong'he'guo 旧共和国
'jiu'guan'hu'bao 九关虎豹
'jiu'gui'song'shu 酒鬼松鼠
'jiu'he'ru'hai 九河入海
'jiu'he'yi 九合一
'jiu'ji'chong'ji 究极冲击
'jiu'ji'miao'zhai 久吉苗寨
'jiu'jia 酒驾
'jiu'jia'nv'bai'jian'dao'shou 酒驾女摆剪刀手
'jiu'jia'zhi'shu 九家之书
'jiu'jie 九戒
'jiu'jie 九界
'jiu'jing'hui'xing 酒精彗星
'jiu'jiu'su'she 九九宿舍
'jiu'jiu'wo'ba 救救我爸
'jiu'ju'qing'xi'fei 酒具清洗费
'jiu'ke'shu 九棵树
'jiu'kong 九孔
'jiu'lie'shi 酒烈士
'jiu'long'bao'ping 九龙宝瓶
'jiu'long'bi 九龙壁
'jiu'long'chao 九龙朝
'jiu'long'zhao 九龙朝
'jiu'long'teng 九龙藤
'jiu'long'zhan 九龙战
'jiu'lun'shi'ba'tan 九论十八谈
'jiu'ma 旧马
'jiu'mao'yi 旧毛衣
'jiu'mi 揪咪
'jiu'mi'dao 久米岛
'jiu'ming'quan 救命犬
'jiu'ming'shou'zhi 救命手指
'jiu'mo'luo'shi 鸠摩罗什
'jiu'ping'wu 酒瓶屋
'jiu'pu 酒谱
'jiu'qi'nv'you 救妻女友
'jiu'qian'ci'fu'huo 九千次复活
'jiu'qu'hua'jie 九曲花街
'jiu'ren'ge 救人哥
'jiu'shang'fu'fa 旧伤复发
'jiu'shen 旧神
'jiu'shen'nuo'deng 旧神诺登
'jiu'shu'shi 旧书市
'jiu'sui'nv'tong'chan'ying 九岁女童产婴
'jiu'tang 酒糖
'jiu'tian'shen'hua 九天神话
'jiu'tou'shen'nv'quan'shou 九头身女拳手
'jiu'wang 九王
'jiu'wo'jia'bi'gai 酒窝夹笔盖
'jiu'wu'tuan 鸠呜团
'jiu'xi'shi'ba'jian 九溪十八涧
'jiu'xia'duan 九霞缎
'jiu'xian'bing 酒仙病
'jiu'xiang'quan'neng 九项全能
'jiu'xie 酒协
'jiu'yao'san 就要散
'jiu'ye'hui 九夜茴
'jiu'you'jie 九幽界
'jiu'yuan'shen'qi 救援神器
'jiu'zhai'gou'xiao'luo'li 九寨沟小萝莉
'jiu'zhong'xian 酒中仙
'jiu'zhou'wu'shi'le'geng'yun 九州无事乐耕耘
'jiu'zhou'wu'shi'yue'geng'yun 九州无事乐耕耘
'jiu'zhu'shen'wang 救猪身亡
'jiu'zhuo'de'ni 酒桌的你
'jiu'zi'duo'di 九子夺嫡
'ju'bai'tu 巨白兔
'ju'bao'cheng 聚宝城
'ju'bao'fu'qin 举报父亲
'ju'bi 聚币
'ju'cai'mao 聚财猫
'ju'chi'ling 巨齿蛉
'ju'chun'guai'ren 巨唇怪人
'ju'chun'lei 巨春雷
'ju'da'jiang'you 聚打酱油
'ju'da'ling'zhi 巨大灵芝
'ju'da'mao'rong'tu 巨大毛绒兔
'ju'da'qi'ji 巨大奇迹
'ju'da'yan'qiu 巨大眼球
'ju'dan'yin'yue'jie 巨蛋音乐节
'ju'ding'er'wang 举鼎而亡
'ju'ding'he'fan 拒订盒饭
'ju'du 拒赌
'ju'du'gong'xin 剧毒攻心
'ju'du'kuai'di 剧毒快递
'ju'du'xian'jing 剧毒陷阱
'ju'du'zhi'zhan 剧毒之战
'ju'du'zhong'zi 剧毒种子
'ju'e'jiao'yi 巨额交易
'ju'e'shui'fei 巨额水费
'ju'feng 惧封
'ju'feng'sang'di 飓风桑迪
'ju'feng'zhan'hun 飓风战魂
'ju'gu'nv'lang 锯骨女郎
'ju'guai 聚怪
'ju'guang'ke'ji 聚光科技
'ju'he'dan 聚合单
'ju'he'tan 聚合弹
'ju'he'dan 聚合弹
'ju'he'la 具荷拉
'ju'hua'che'huo 菊花车祸
'ju'hua'guai 菊花怪
'ju'hua'hu'lu'wa 菊花葫芦娃
'ju'hua'liu'gei'ni 菊花留给你
'ju'hua'rou'qiu 菊花肉球
'ju'hua'she'yu 巨滑舌鱼
'ju'hua'ti 菊花体
'ju'hua'tian'shi 菊花天使
'ju'hui'fa'yan'tu 聚会发言图
'ju'ji 举绩
'ju'ji 莒姬
'ju'jiao'huan'shou 巨角幻兽
'ju'jue'huan'shou 巨角幻兽
'ju'jiao'tian'xia 聚焦天下
'ju'jin'guai 巨金怪
'ju'jing'yi 鞠婧祎
'ju'jiu'bao'dian 拒酒宝典
'ju'ju 局局
'ju'jue'qiu'ai'ti 拒绝求爱体
'ju'keng'sha'tan 巨坑沙滩
'ju'keng'yi'yuan 巨坑医院
'ju'kong'xiao'huang'ren 橘控小黄人
'ju'kun 鞠坤
'ju'lai'ti 居来提
'ju'li'mo 巨力魔
'ju'li'sha 橘梨纱
'ju'li'shen'yuan 巨力神猿
'ju'lie'gou 巨鬣狗
'ju'long'gu'fen 聚龙股份
'ju'lun'zhuan'zhai 巨轮转债
'ju'mai'zu 拒买族
'ju'mang'jing'hun 巨蟒惊魂
'ju'mang'tun'ren 巨蟒吞人
'ju'mang'tun'yang 巨蟒吞羊
'ju'mao 巨猫
'ju'mei'ti 聚美体
'ju'mo 聚魔
'ju'mo'jiao'nang 锯末胶囊
'ju'mo'yu 巨魔芋
'ju'mu 巨幕
'ju'nian 巨鲶
'ju'pai'ge 举牌哥
'ju'pai'zhi'fa 举牌执法
'ju'pang'fu'qi 巨胖夫妻
'ju'qi 局气
'ju'qi'shi'jian 举旗事件
'ju'qing'tai 橘庆太
'ju'ran'ti 居然体
'ju'ren'bu'shou 巨人捕手
'ju'ren'chao'xue 巨人巢穴
'ju'ren'cheng 巨人城
'ju'ren'cheng'fei'xu 巨人城废墟
'ju'ren'fei'xu 巨人废墟
'ju'ren'piao 巨人票
'ju'ren'sha'shou 巨人杀手
'ju'ru'zheng 巨乳症
'ju'sang'mao 沮丧猫
'ju'sha 剧傻
'ju'sha'zhong 巨沙螽
'ju'shao'xi 具绍熙
'ju'she'lian'peng'tou 巨蛇莲蓬头
'ju'she'nan'hai 巨舌男孩
'ju'shen'feng 巨神峰
'ju'shi 巨尸
'ju'shi'ban'yu 巨石斑鱼
'ju'shi'chen'shi 巨石沉尸
'ju'shou'dao 巨兽岛
'ju'shou'nan'tong 巨手男童
'ju'shou'zhi'chi 巨兽之齿
'ju'tou'gan'shi 巨头干尸
'ju'tou'she 剧透社
'ju'tou'xiao'ying 剧透效应
'ju'tui 锯腿
'ju'tun'nv'ba'bi 巨臀女芭比
'ju'wu'ba'er'shi 巨无霸耳屎
'ju'wu'ba'gong'jiao 巨无霸公交
'ju'wu'ba'kao'yan'zu 巨无霸考研族
'ju'wu'ba'luo'bo 巨无霸萝卜
'ju'wu'ba'tuo'luo 巨无霸陀螺
'ju'wu'ba'wa'wa'yu 巨无霸娃娃鱼
'ju'xi'da'xia'gu 莒溪大峡谷
'ju'xian'shi 具现式
'ju'xie'hui 聚鞋汇
'ju'xue'shi 聚血石
'ju'xie'shi 聚血石
'ju'xing'bing'bao 巨型冰雹
'ju'xing'chong'lang'ban 巨型冲浪板
'ju'xing'er'dong 巨型耳洞
'ju'xing'fen'bian 巨型粪便
'ju'xing'fu'fen 巨型蝠鲼
'ju'xing'gong'ji 巨型公鸡
'ju'xing'guang'gun'jie 巨型光棍节
'ju'xing'hong'shu 巨型红薯
'ju'xing'hua'ti 巨型滑梯
'ju'xing'lao'shu 巨型老鼠
'ju'xing'li'yu 巨型鲤鱼
'ju'xing'luo'bo 巨型萝卜
'ju'xing'meng'lu 巨型梦露
'ju'xing'mi'qi 巨型米奇
'ju'xing'mo'gui'yu 巨型魔鬼鱼
'ju'xing'qing'ting 巨型蜻蜓
'ju'xing'ren'yan 巨型人眼
'ju'xing'seng'pao 巨型僧袍
'ju'xing'sha'ren'xie 巨型杀人蟹
'ju'xing'shi'li'biao 巨型视力表
'ju'xing'shu'cai 巨型蔬菜
'ju'xing'shui'mang 巨型水蟒
'ju'xing'xiao'xing'xing 巨型小行星
'ju'xing'ye'sheng'jun 巨型野生菌
'ju'xing'yu'gang 巨型鱼缸
'ju'xiong'feng'yao 巨胸蜂腰
'ju'xiong'sui'xi'gua 巨胸碎西瓜
'ju'yan'dong 句艳东
'ju'yang'bing'mu 拒养病母
'ju'yi'ting 聚义厅
'ju'you 焗油
'ju'yue 菊月
'ju'zai'zhong'guo'ren 拒载中国人
'ju'zhang'ban'gong'shi 局长办公室
'ju'zhang'kai'fang 局长开房
'ju'zhang'mie'men'an 局长灭门案
'ju'zhi'sha 惧之煞
'ju'zhong'pang'xie 举重螃蟹
'ju'zhong'yin'luan 聚众淫乱
'ju'zhu'zheng'zhi'du 居住证制度
'ju'zi 菊子
'ju'zi'da'zhan 橘子大战
'ju'zi'ge 橘子哥
'ju'zi'ge'ma'te'jian'mian 橘子哥马特见面
'ju'zi'guo'jiang 橘子果酱
'ju'zi'shao'pai'gu 橘子烧排骨
'ju'zu'chong 具足虫
'ju'zu'nan 巨足男
'juan'bing'xi'shi 卷饼西施
'juan'fu 卷福
'juan'gan'bu'qing 捐肝补情
'juan'gan'jiu'fu 捐肝救父
'juan'jing'bao'gao 捐精报告
'juan'jing'bu'tie 捐精补贴
'juan'jing'cu'si 捐精猝死
'juan'jing'de'ping'guo 捐精得苹果
'juan'jing'dei'ping'guo 捐精得苹果
'juan'jing'gou'fang 捐精购房
'juan'jing'huo'lei'feng 捐精活雷锋
'juan'jing'qun 捐精群
'juan'jing'shen'wang 捐精身亡
'juan'jing'si 捐精死
'juan'jing'yuan'shi 捐精院士
'juan'ka 捐卡
'juan'kuan'men 捐款门
'juan'kuan'ye'ye 捐款爷爷
'juan'mao'gong'ji 卷毛公鸡
'juan'nai'guan'jun 捐奶冠军
'juan'ni'mei 捐你妹
'juan'qian'fu'zu'zhou 捐钱附诅咒
'juan'tu'chong'lai 卷土重来
'juan'xue'quan 捐血权
'juan'yang'gong'ti 圈养供体
'juan'yang'zhai'shen 圈养摘肾
'juan'zhi'nv'you 卷纸女友
'jun'zi'ge 隽子哥
'juan'zi'ge 隽子哥
'jue'ban'cai'dan 绝版菜单
'jue'bi'tian'he 绝壁天河
'jue'bu'wei'shi 绝不为师
'jue'dai'ge'ji 绝代歌姬
'jue'dai'zhi'jiang 绝代智将
'jue'dai'zhi'zhang 绝代智障
'jue'di'nan 掘地男
'jue'di'tao'wang 绝地逃亡
'jue'dui'da'ling 绝对达令
'jue'dui'di'xian 绝对底线
'jue'dui'jing'ying 绝对精英
'jue'dui'ju'ji 绝对狙击
'jue'dui'mi'gong'ge'lin'tong'hua 绝对迷宫格林童话
'jue'dui'tong'yan 绝对童颜
'jue'hai 绝海
'jue'hai'de'zhen'tan 绝海的侦探
'jue'ji 爵迹
'jue'ji'gang'lu 绝迹缸炉
'jue'jiao'te'chan 绝交特产
'jue'lu'qiu'sheng 绝录求生
'jue'mi'yi'jiu'wu'ling 绝密一九五零
'jue'ming'dao'qie 绝命盗窃
'jue'ming'du'shi 绝命毒师
'jue'ming'du'yi 绝命毒医
'jue'ming'san'lian'zhuang 绝命三连撞
'jue'ming'tao'wang 绝命逃亡
'jue'ming'wan'xiao 绝命玩笑
'jue'qing'chou'wei 绝情臭味
'jue'qing'fu'mu 绝情父母
'jue'qing'sheng'ming 绝情声明
'jue'qing'shui 绝情水
'jue'qun 绝群
'jue'se'miao'tou 绝色妙偷
'jue'se'qing'lv 绝色情侣
'jue'se'wu'qi 绝色武器
'jue'se'you'bu 绝色诱捕
'jue'sha'ji 绝杀技
'jue'sha'ji'neng 绝杀技能
'jue'shi'nv'diao'si 绝世女屌丝
'jue'shi'tang'men 绝世唐门
'jue'shi'xing'xing 绝食猩猩
'jue'shi'xun'qing 绝食殉情
'jue'shi'zi'sha 绝食自杀
'jue'wang'mao 绝望猫
'jue'wang'zhi'ta 绝望之塔
'jue'xing'ma'qiu 觉醒麻球
'jue'xing'ti 觉醒体
'jue'yu'cao'chang 绝育操场
'jue'yuan'de'bao'feng'yu 绝园的暴风雨
'jue'zhai'nan'nv 抉宅男女
'jue'zhan 绝战
'jue'zhan'chang'an 决战长安
'jue'zhan'feng'ling'du 决战风陵渡
'jue'zhan'qian 决战前
'jue'zhan'yao'sai 决战要塞
'jue'zhan'zhi'ye 决战之夜
'jue'zhan'zi'jin'zhi'dian 决战紫禁之巅
'jue'zui 噘嘴
'jun'bian 军变
'jun'dui'ling'dao 军队领导
'jun'duo'li 钧多立
'jun'er'dai 军二代
'jun'fei 军费
'jun'gai 军改
'jun'gong'jian'die'an 军工间谍案
'jun'heng'jiao'pai 均衡教派
'jun'hou 军猴
'jun'huo'nv'wang 军火女王
'jun'jie 俊介
'jun'jie'jun 俊介君
'jun'jie'tui'xiu'chao 军界退休潮
'jun'ka 骏卡
'jun'ling'ru'shan 军令如山
'jun'ma'fen'ti 骏马奋蹄
'jun'mei'fu'fu 俊美夫妇
'jun'pai'hao'che 军牌豪车
'jun'qing'jie'ma 军情解码
'jun'sheng'dian'zi 均胜电子
'jun'shi'dong'man 军事动漫
'jun'shi'hen'mang 军师很忙
'jun'tuan'jun'bing 军团菌病
'jun'tuan'zai'lin 军团再临
'jun'wang'xie 君王蟹
'jun'wei 君玮
'jun'wen 君纹
'jun'xu'mi 军须靡
'jun'xun'hu'ou 军训互殴
'jun'xun'nv'shen 军训女神
'jun'xun'qiu'hun'men 军训求婚门
'jun'xun'tiao'lou 军训跳楼
'jun'yan 俊彦
'jun'ye 军烨
'jun'ying'ban'xiao'ping'guo 军营版小苹果
'jun'ying'xiang'qin 军营相亲
'jun'zheng'pian 军争篇
